Steps,Policy/Entropy,Environment/Episode Length,Hit Ratio,Win Count,Win Ratio on Previous 5,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
76800,5.148148,42.03389830508475,0.03788068237015978,7.94,0.06,-7.478552,-8.329494777372329,-8.329494777372329,120.128944,0.06090562,0.00025466943,1.0
79200,5.119196,21.37864077669903,0.04065202000475992,8.310344827586206,0.04597701149425287,-6.694288,-3.533560500695155,-3.533560500695155,192.96861,0.06815535,0.0002534292,1.0
81600,5.0499606,19.79646017699115,0.048676983285695315,8.43,0.07,-6.918129,2.731071463728373,2.731071463728373,199.43225,0.061869543,0.0002521818,1.0
84000,4.8130455,14.922077922077921,0.05698099560485671,9.698275862068966,0.05172413793103448,-5.574887,5.750972363855932,5.750972363855932,204.4815,0.06653125,0.00025086963,1.0
86400,4.8583236,14.609271523178808,0.058083462818936143,10.364406779661017,0.11016949152542373,-4.7167544,12.792138939698537,12.792138939698537,154.59955,0.07719466,0.00024895056,1.0
88800,4.8155365,15.006622516556291,0.05926485609414422,12.256410256410257,0.1111111111111111,-5.148996,7.094373654378088,7.094373654378088,217.54231,0.07146043,0.0002470716,1.0
91200,4.6575813,12.351648351648352,0.06228225868291271,16.14503816793893,0.10687022900763359,-4.282292,15.233956485659212,15.233956485659212,220.77477,0.06755892,0.00024583502,1.0
93600,4.483025,10.207729468599034,0.06855971581006254,17.15909090909091,0.09090909090909091,-3.1629775,10.325732530309605,10.325732530309605,221.3886,0.06981998,0.00024458944,1.0
96000,4.2877965,7.309523809523809,0.06713866105416368,20.259668508287294,0.10497237569060773,-2.6795514,15.19320844912285,15.19320844912285,300.6107,0.07129775,0.00024333305,1.0
98400,4.2290354,6.630225080385852,0.0730967588560094,24.22222222222222,0.1164021164021164,-1.9814712,18.229178433616955,18.229178433616955,244.44206,0.06894765,0.00024210184,1.0
100800,3.887021,4.881481481481481,0.07464074161236918,28.889908256880734,0.11467889908256881,-1.9510682,18.160754152874887,18.160754152874887,281.03757,0.07445729,0.00024025353,1.0
103200,3.904602,5.618528610354224,0.07341539107027997,34.150485436893206,0.11650485436893204,-2.0463629,20.367278930259076,20.367278930259076,240.67157,0.063798964,0.00023839682,1.0
105600,3.5749934,4.708433734939759,0.07935912961379514,43.22477064220183,0.20642201834862386,-0.26460937,23.6746778271415,23.6746778271415,249.68909,0.07689461,0.00023715846,1.0
108000,3.27691,3.6550387596899223,0.08553708181334813,53.971311475409834,0.22131147540983606,0.5704853,22.800083819639337,22.800083819639337,385.64804,0.06353889,0.00023592603,1.0
110400,3.0986252,3.5517890772128062,0.08125475886020254,65.14893617021276,0.20425531914893616,0.36344782,25.27385113284273,25.27385113284273,339.08786,0.06315608,0.00023469185,1.0
112800,2.947961,3.0252951096121414,0.08129444938977479,80.26639344262296,0.26229508196721313,1.040278,24.954120685355832,24.954120685355832,339.48727,0.075543515,0.00023344743,1.0
115200,2.7384725,3.1602787456445993,0.08378148365370704,95.0995670995671,0.2683982683982684,1.5289842,27.34809596782334,27.34809596782334,279.1748,0.06535581,0.00023159766,1.0
117600,2.705115,2.942528735632184,0.08333177673424702,114.03614457831326,0.27309236947791166,2.2589538,25.528316860519997,25.528316860519997,283.64243,0.070058785,0.00022975025,1.0
120000,2.559834,2.6129518072289155,0.08798922292515636,135.872,0.344,2.3455372,25.25007876125445,25.25007876125445,235.20302,0.06701163,0.00022851546,1.0
122400,2.5462472,2.952145214521452,0.08538484844088795,161.08906882591094,0.3441295546558704,3.2850552,28.45516275536073,28.45516275536073,262.89255,0.070976876,0.00022727526,1.0
124800,2.3051274,2.5865671641791046,0.08955964997697335,190.47773279352228,0.4251012145748988,3.577361,28.27657697019021,28.27657697019021,284.98965,0.07243752,0.00022603622,1.0
127200,2.1415968,2.4610951008645534,0.08776303138797996,226.33716475095787,0.4789272030651341,4.186789,29.612696254631285,29.612696254631285,264.39114,0.07436303,0.00022480385,1.0
129600,2.1530657,2.620845921450151,0.08738752454519272,260.9404761904762,0.4444444444444444,4.6964407,30.14076216368294,30.14076216368294,246.08708,0.070139214,0.00022295225,1.0
132000,2.117426,2.69218989280245,0.08846374255623303,294.4470588235294,0.4588235294117647,5.5803466,31.471364292415153,31.471364292415153,230.45222,0.053066652,0.00022110126,1.0
134400,1.9665228,2.527245949926362,0.08852986613032865,330.01176470588234,0.4980392156862745,6.3992143,31.308314682455624,31.308314682455624,219.60637,0.070774235,0.00021986825,1.0
136800,2.0297031,2.530102790014684,0.08984802019341971,369.47286821705427,0.5465116279069767,6.798674,30.35070340048724,30.35070340048724,182.19124,0.06089415,0.00021863823,1.0
139200,1.8977119,2.491279069767442,0.09001651094489847,412.7376425855513,0.5399239543726235,7.653554,30.46926510351367,30.46926510351367,169.53612,0.07238566,0.00021740703,1.0
